, Fwd Packet Length Max, Fwd Packet Length Min, Min Packet Length, Max Packet Length, Average Packet Size, Label
205632,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205633,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205634,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205635,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205636,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205637,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205638,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205639,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
205640,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205641,1328.0,1328.0,1328.0,1328.0,1992.0,LDAP
205642,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205643,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205644,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205645,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205646,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205647,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205648,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205649,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205650,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205651,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205652,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205653,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205654,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
205655,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205656,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205657,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205658,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205659,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205660,1328.0,1328.0,1328.0,1328.0,1992.0,LDAP
205661,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205662,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205663,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205664,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205665,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205666,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205667,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
205668,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205669,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205670,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205671,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205672,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205673,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205674,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205675,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205676,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205677,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205678,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205679,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205680,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205681,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205682,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205683,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205684,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205685,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205686,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205687,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205688,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205689,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205690,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205691,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205692,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205693,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205694,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205695,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205696,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205697,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205698,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205699,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205700,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205701,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205702,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205703,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205704,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205705,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205706,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205707,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205708,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205709,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205710,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205711,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205712,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205713,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205714,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205715,1448.0,1448.0,1448.0,1448.0,2172.0,LDAP
205716,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205717,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205718,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205719,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205720,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205721,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205722,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205723,1368.0,1368.0,1368.0,1368.0,2052.0,LDAP
205724,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205725,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205726,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205727,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205728,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205729,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205730,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205731,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205732,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205733,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205734,1432.0,1432.0,1432.0,1432.0,2148.0,LDAP
205735,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205736,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205737,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205738,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205739,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205740,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205741,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205742,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205743,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205744,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205745,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205746,1448.0,1448.0,1448.0,1448.0,2172.0,LDAP
205747,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205748,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205749,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205750,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205751,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205752,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205753,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205754,1072.0,1072.0,1072.0,1072.0,1608.0,LDAP
205755,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205756,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205757,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205758,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205759,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205760,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205761,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205762,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205763,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205764,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205765,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205766,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205767,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205768,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205769,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205770,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205771,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205772,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205773,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205774,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205775,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205776,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205777,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205778,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205779,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205780,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205781,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205782,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205783,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205784,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205785,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205786,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205787,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205788,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205789,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205790,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205791,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205792,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205793,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
205794,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205795,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205796,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205797,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205798,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205799,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205800,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
205801,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205802,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205803,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205804,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205805,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205806,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205807,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205808,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205809,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205810,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205811,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205812,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205813,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205814,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205815,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205816,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205817,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205818,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205819,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205820,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205821,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205822,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205823,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205824,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205825,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205826,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205827,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205828,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205829,1368.0,1368.0,1368.0,1368.0,2052.0,LDAP
205830,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205831,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205832,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205833,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205834,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205835,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205836,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205837,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205838,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205839,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205840,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205841,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205843,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205844,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205845,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205846,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205847,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
205848,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205849,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205850,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205851,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205852,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205853,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205854,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
205855,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205856,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205857,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205858,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205859,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205860,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205861,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205862,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205863,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205864,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205865,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205866,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205867,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205868,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205869,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205870,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205871,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205872,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205873,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205874,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205875,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205876,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205877,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205878,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205879,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205880,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205881,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205882,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205883,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205884,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205885,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205886,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205887,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205888,1216.0,1216.0,1216.0,1216.0,1824.0,LDAP
205889,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205890,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205891,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205892,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205893,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205894,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205895,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205896,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205897,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205898,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205899,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205900,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205901,1112.0,1112.0,1112.0,1112.0,1668.0,LDAP
205902,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205903,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205904,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205905,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205906,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205907,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205908,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205909,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205910,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205911,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205912,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205913,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205914,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205915,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205916,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205917,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205918,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205919,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205920,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
205921,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205922,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205923,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205924,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205925,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205926,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205927,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205928,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205929,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205930,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205931,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
205932,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205933,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205934,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205935,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205936,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205937,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205938,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205939,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205940,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205941,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205942,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205943,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205944,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205945,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205946,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205947,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205948,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205949,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205950,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205951,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205952,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205953,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205954,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205955,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205956,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205957,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205958,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205959,1112.0,1112.0,1112.0,1112.0,1668.0,LDAP
205960,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205961,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205962,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205963,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205964,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205965,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205966,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205967,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205968,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205969,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205970,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205971,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205972,1320.0,1320.0,1320.0,1320.0,1980.0,LDAP
205973,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205974,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205975,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205976,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205977,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
205978,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205979,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205980,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205981,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
205982,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205983,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205984,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205985,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205986,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205987,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205988,1112.0,1112.0,1112.0,1112.0,1668.0,LDAP
205989,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205990,1328.0,1328.0,1328.0,1328.0,1992.0,LDAP
205991,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205992,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205993,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205994,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205995,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205996,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205997,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205998,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
205999,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206000,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206001,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206002,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206003,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206004,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206005,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206006,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206007,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
206008,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206009,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206010,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206011,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206012,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206013,1240.0,1240.0,1240.0,1240.0,1860.0,LDAP
206014,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206015,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206016,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
206017,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
