, Protocol,Fwd Packets/s, Label
104,17,2000000.0,MSSQL
105,17,1000000.0,MSSQL
106,17,2000000.0,MSSQL
107,17,2000000.0,MSSQL
108,17,2000000.0,MSSQL
109,17,2000000.0,MSSQL
110,17,2000000.0,MSSQL
111,17,2000000.0,MSSQL
112,17,2000000.0,MSSQL
113,17,2000000.0,MSSQL
114,17,2000000.0,MSSQL
115,17,2000000.0,MSSQL
116,17,2000000.0,MSSQL
117,17,2000000.0,MSSQL
118,17,2000000.0,MSSQL
119,17,1000000.0,MSSQL
120,17,2000000.0,MSSQL
121,17,2000000.0,MSSQL
122,17,0.0,MSSQL
123,17,2000000.0,MSSQL
124,17,42553.191489361714,MSSQL
125,17,2000000.0,MSSQL
126,17,2000000.0,MSSQL
127,17,41666.66666666666,MSSQL
128,17,2000000.0,MSSQL
129,17,2000000.0,MSSQL
130,17,2000000.0,MSSQL
131,17,2000000.0,MSSQL
132,17,41666.66666666666,MSSQL
133,17,2000000.0,MSSQL
134,17,2000000.0,MSSQL
135,17,2000000.0,MSSQL
136,17,2000000.0,MSSQL
137,17,2000000.0,MSSQL
138,17,2000000.0,MSSQL
139,17,44444.444444444445,MSSQL
140,17,2000000.0,MSSQL
141,17,2000000.0,MSSQL
142,17,2000000.0,MSSQL
143,17,2000000.0,MSSQL
144,17,2000000.0,MSSQL
145,17,2000000.0,MSSQL
146,17,2000000.0,MSSQL
147,17,43478.260869565216,MSSQL
148,17,0.0,MSSQL
149,17,2000000.0,MSSQL
150,17,2000000.0,MSSQL
151,17,2000000.0,MSSQL
152,17,2000000.0,MSSQL
153,17,41666.66666666666,MSSQL
154,17,2000000.0,MSSQL
155,17,2000000.0,MSSQL
156,17,2000000.0,MSSQL
157,17,40816.32653061225,MSSQL
158,17,2000000.0,MSSQL
159,17,2000000.0,MSSQL
160,17,2000000.0,MSSQL
161,17,2000000.0,MSSQL
162,17,2000000.0,MSSQL
163,17,2000000.0,MSSQL
164,17,42553.191489361714,MSSQL
165,17,0.0,MSSQL
166,17,2000000.0,MSSQL
167,17,40816.32653061225,MSSQL
168,17,2000000.0,MSSQL
169,17,42553.191489361714,MSSQL
170,17,2000000.0,MSSQL
171,17,2000000.0,MSSQL
172,17,44444.444444444445,MSSQL
173,17,2000000.0,MSSQL
174,17,2000000.0,MSSQL
175,17,2000000.0,MSSQL
176,17,2000000.0,MSSQL
177,17,43478.260869565216,MSSQL
178,17,2000000.0,MSSQL
179,17,2000000.0,MSSQL
180,17,2000000.0,MSSQL
181,17,2000000.0,MSSQL
182,17,2000000.0,MSSQL
183,17,2000000.0,MSSQL
184,17,2000000.0,MSSQL
185,17,2000000.0,MSSQL
186,17,2000000.0,MSSQL
187,17,2000000.0,MSSQL
188,17,2000000.0,MSSQL
189,17,2000000.0,MSSQL
190,17,41666.66666666666,MSSQL
191,17,2000000.0,MSSQL
192,17,2000000.0,MSSQL
193,17,2000000.0,MSSQL
194,17,2000000.0,MSSQL
195,17,2000000.0,MSSQL
196,17,2000000.0,MSSQL
197,17,2000000.0,MSSQL
198,17,43478.260869565216,MSSQL
199,17,2000000.0,MSSQL
200,17,2000000.0,MSSQL
201,17,2000000.0,MSSQL
202,17,2000000.0,MSSQL
203,17,2000000.0,MSSQL
204,17,2000000.0,MSSQL
205,17,41666.66666666666,MSSQL
206,17,2000000.0,MSSQL
207,17,2000000.0,MSSQL
208,17,1000000.0,MSSQL
209,17,40816.32653061225,MSSQL
210,17,40816.32653061225,MSSQL
211,17,2000000.0,MSSQL
212,17,2000000.0,MSSQL
213,17,2000000.0,MSSQL
214,17,2000000.0,MSSQL
215,17,2000000.0,MSSQL
216,17,2000000.0,MSSQL
217,17,2000000.0,MSSQL
218,17,2000000.0,MSSQL
219,17,2000000.0,MSSQL
220,17,2000000.0,MSSQL
221,17,2000000.0,MSSQL
222,17,2000000.0,MSSQL
223,17,2000000.0,MSSQL
224,17,2000000.0,MSSQL
225,17,2000000.0,MSSQL
226,17,2000000.0,MSSQL
227,17,2000000.0,MSSQL
228,17,2000000.0,MSSQL
229,17,2000000.0,MSSQL
230,17,1000000.0,MSSQL
231,17,2000000.0,MSSQL
232,17,2000000.0,MSSQL
233,17,2000000.0,MSSQL
234,17,2000000.0,MSSQL
235,17,2000000.0,MSSQL
236,17,0.0,MSSQL
237,17,2000000.0,MSSQL
238,17,2000000.0,MSSQL
239,17,2000000.0,MSSQL
240,17,2000000.0,MSSQL
241,17,2000000.0,MSSQL
242,17,0.0,MSSQL
243,17,2000000.0,MSSQL
244,17,2000000.0,MSSQL
245,17,2000000.0,MSSQL
246,17,2000000.0,MSSQL
247,17,2000000.0,MSSQL
248,17,2000000.0,MSSQL
249,17,2000000.0,MSSQL
250,17,2000000.0,MSSQL
251,17,0.0,MSSQL
252,17,2000000.0,MSSQL
253,17,2000000.0,MSSQL
254,17,2000000.0,MSSQL
255,17,41666.66666666666,MSSQL
256,17,2000000.0,MSSQL
257,17,2000000.0,MSSQL
258,17,2000000.0,MSSQL
259,17,2000000.0,MSSQL
260,17,2000000.0,MSSQL
261,17,2000000.0,MSSQL
262,17,1000000.0,MSSQL
263,17,0.0,MSSQL
264,17,2000000.0,MSSQL
265,17,2000000.0,MSSQL
266,17,2000000.0,MSSQL
267,17,2000000.0,MSSQL
268,17,2000000.0,MSSQL
269,17,2000000.0,MSSQL
270,17,2000000.0,MSSQL
271,17,2000000.0,MSSQL
272,17,2000000.0,MSSQL
273,17,1000000.0,MSSQL
274,17,0.0,MSSQL
275,17,2000000.0,MSSQL
276,17,2000000.0,MSSQL
277,17,41666.66666666666,MSSQL
278,17,2000000.0,MSSQL
279,17,2000000.0,MSSQL
280,17,2000000.0,MSSQL
281,17,1000000.0,MSSQL
282,17,2000000.0,MSSQL
283,17,1000000.0,MSSQL
284,17,2000000.0,MSSQL
285,17,2000000.0,MSSQL
286,17,2000000.0,MSSQL
287,17,2000000.0,MSSQL
288,17,2000000.0,MSSQL
289,17,0.0,MSSQL
290,17,2000000.0,MSSQL
291,17,2000000.0,MSSQL
292,17,2000000.0,MSSQL
293,17,38461.53846153846,MSSQL
294,17,2000000.0,MSSQL
295,17,2000000.0,MSSQL
296,17,2000000.0,MSSQL
297,17,2000000.0,MSSQL
298,17,2000000.0,MSSQL
299,17,2000000.0,MSSQL
300,17,2000000.0,MSSQL
301,17,0.0,MSSQL
302,17,2000000.0,MSSQL
303,17,2000000.0,MSSQL
304,17,40816.32653061225,MSSQL
305,17,2000000.0,MSSQL
306,17,2000000.0,MSSQL
307,17,2000000.0,MSSQL
308,17,2000000.0,MSSQL
309,17,2000000.0,MSSQL
310,17,2000000.0,MSSQL
311,17,0.0,MSSQL
312,17,2000000.0,MSSQL
313,17,2000000.0,MSSQL
314,17,2000000.0,MSSQL
315,17,2000000.0,MSSQL
316,17,2000000.0,MSSQL
317,17,2000000.0,MSSQL
318,17,2000000.0,MSSQL
319,17,2000000.0,MSSQL
320,17,40816.32653061225,MSSQL
321,17,40000.0,MSSQL
322,17,2000000.0,MSSQL
323,17,2000000.0,MSSQL
324,17,0.0,MSSQL
325,17,2000000.0,MSSQL
326,17,1000000.0,MSSQL
327,17,1000000.0,MSSQL
328,17,2000000.0,MSSQL
329,17,2000000.0,MSSQL
330,17,2000000.0,MSSQL
331,17,2000000.0,MSSQL
332,17,2000000.0,MSSQL
333,17,2000000.0,MSSQL
334,17,2000000.0,MSSQL
335,17,41666.66666666666,MSSQL
336,17,40816.32653061225,MSSQL
337,17,2000000.0,MSSQL
338,17,2000000.0,MSSQL
339,17,41666.66666666666,MSSQL
340,17,2000000.0,MSSQL
341,17,2000000.0,MSSQL
342,17,2000000.0,MSSQL
343,17,2000000.0,MSSQL
344,17,2000000.0,MSSQL
345,17,2000000.0,MSSQL
346,17,2000000.0,MSSQL
347,17,0.0,MSSQL
348,17,2000000.0,MSSQL
349,17,2000000.0,MSSQL
350,17,2000000.0,MSSQL
351,17,2000000.0,MSSQL
352,17,2000000.0,MSSQL
353,17,43478.260869565216,MSSQL
354,17,2000000.0,MSSQL
355,17,2000000.0,MSSQL
356,17,40816.32653061225,MSSQL
357,17,2000000.0,MSSQL
358,17,2000000.0,MSSQL
359,17,2000000.0,MSSQL
360,17,2000000.0,MSSQL
361,17,2000000.0,MSSQL
362,17,2000000.0,MSSQL
363,17,2000000.0,MSSQL
364,17,2000000.0,MSSQL
365,17,2000000.0,MSSQL
366,17,44444.444444444445,MSSQL
367,17,2000000.0,MSSQL
368,17,2000000.0,MSSQL
369,17,2000000.0,MSSQL
370,17,2000000.0,MSSQL
371,17,2000000.0,MSSQL
372,17,2000000.0,MSSQL
373,17,2000000.0,MSSQL
374,17,2000000.0,MSSQL
375,17,2000000.0,MSSQL
376,17,2000000.0,MSSQL
377,17,2000000.0,MSSQL
378,17,2000000.0,MSSQL
379,17,2000000.0,MSSQL
380,17,1000000.0,MSSQL
381,17,0.0,MSSQL
382,17,2000000.0,MSSQL
383,17,2000000.0,MSSQL
384,17,2000000.0,MSSQL
385,17,2000000.0,MSSQL
386,17,45454.545454545456,MSSQL
387,17,40000.0,MSSQL
388,17,2000000.0,MSSQL
389,17,2000000.0,MSSQL
390,17,2000000.0,MSSQL
391,17,2000000.0,MSSQL
392,17,2000000.0,MSSQL
393,17,2000000.0,MSSQL
394,17,41666.66666666666,MSSQL
395,17,2000000.0,MSSQL
396,17,2000000.0,MSSQL
397,17,43478.260869565216,MSSQL
398,17,2000000.0,MSSQL
399,17,2000000.0,MSSQL
400,17,2000000.0,MSSQL
401,17,2000000.0,MSSQL
402,17,2000000.0,MSSQL
403,17,2000000.0,MSSQL
404,17,2000000.0,MSSQL
405,17,2000000.0,MSSQL
406,17,2000000.0,MSSQL
407,17,0.0,MSSQL
408,17,2000000.0,MSSQL
409,17,1000000.0,MSSQL
410,17,2000000.0,MSSQL
411,17,2000000.0,MSSQL
412,17,2000000.0,MSSQL
413,17,2000000.0,MSSQL
414,17,2000000.0,MSSQL
415,17,2000000.0,MSSQL
416,17,2000000.0,MSSQL
417,17,2000000.0,MSSQL
418,17,2000000.0,MSSQL
419,17,2000000.0,MSSQL
420,17,2000000.0,MSSQL
421,17,2000000.0,MSSQL
422,17,2000000.0,MSSQL
423,17,2000000.0,MSSQL
424,17,1000000.0,MSSQL
425,17,2000000.0,MSSQL
426,17,2000000.0,MSSQL
427,17,41666.66666666666,MSSQL
428,17,2000000.0,MSSQL
429,17,2000000.0,MSSQL
430,17,2000000.0,MSSQL
431,17,2000000.0,MSSQL
432,17,2000000.0,MSSQL
433,17,2000000.0,MSSQL
434,17,1000000.0,MSSQL
435,17,2000000.0,MSSQL
436,17,2000000.0,MSSQL
437,17,2000000.0,MSSQL
438,17,2000000.0,MSSQL
439,17,41666.66666666666,MSSQL
440,17,2000000.0,MSSQL
441,17,2000000.0,MSSQL
442,17,2000000.0,MSSQL
443,17,2000000.0,MSSQL
444,17,40816.32653061225,MSSQL
445,17,2000000.0,MSSQL
446,17,1000000.0,MSSQL
447,17,2000000.0,MSSQL
448,17,2000000.0,MSSQL
449,17,2000000.0,MSSQL
450,17,2000000.0,MSSQL
451,17,2000000.0,MSSQL
452,17,42553.191489361714,MSSQL
453,17,2000000.0,MSSQL
454,17,2000000.0,MSSQL
455,17,44444.444444444445,MSSQL
456,17,2000000.0,MSSQL
457,17,2000000.0,MSSQL
458,17,2000000.0,MSSQL
459,17,2000000.0,MSSQL
460,17,2000000.0,MSSQL
461,17,2000000.0,MSSQL
462,17,2000000.0,MSSQL
463,17,2000000.0,MSSQL
464,17,44444.444444444445,MSSQL
465,17,2000000.0,MSSQL
466,17,2000000.0,MSSQL
467,17,2000000.0,MSSQL
468,17,2000000.0,MSSQL
469,17,40816.32653061225,MSSQL
470,17,40816.32653061225,MSSQL
471,17,2000000.0,MSSQL
472,17,2000000.0,MSSQL
473,17,2000000.0,MSSQL
474,17,2000000.0,MSSQL
475,17,2000000.0,MSSQL
476,17,2000000.0,MSSQL
477,17,2000000.0,MSSQL
478,17,2000000.0,MSSQL
479,17,2000000.0,MSSQL
480,17,40816.32653061225,MSSQL
481,17,2000000.0,MSSQL
482,17,2000000.0,MSSQL
483,17,40816.32653061225,MSSQL
484,17,2000000.0,MSSQL
485,17,2000000.0,MSSQL
486,17,2000000.0,MSSQL
487,17,2000000.0,MSSQL
488,17,2000000.0,MSSQL
489,17,2000000.0,MSSQL
490,17,2000000.0,MSSQL
491,17,2000000.0,MSSQL
492,17,2000000.0,MSSQL
493,17,2000000.0,MSSQL
494,17,2000000.0,MSSQL
495,17,2000000.0,MSSQL
496,17,0.0,MSSQL
497,17,2000000.0,MSSQL
498,17,2000000.0,MSSQL
499,17,2000000.0,MSSQL
500,17,2000000.0,MSSQL
501,17,2000000.0,MSSQL
502,17,2000000.0,MSSQL
503,17,2000000.0,MSSQL
504,17,2000000.0,MSSQL
505,17,2000000.0,MSSQL
506,17,2000000.0,MSSQL
507,17,2000000.0,MSSQL
508,17,2000000.0,MSSQL
509,17,2000000.0,MSSQL
510,17,2000000.0,MSSQL
511,17,2000000.0,MSSQL
512,17,1000000.0,MSSQL
513,17,1000000.0,MSSQL
514,17,0.0,MSSQL
515,17,2000000.0,MSSQL
516,17,41666.66666666666,MSSQL
517,17,2000000.0,MSSQL
518,17,0.0,MSSQL
519,17,2000000.0,MSSQL
520,17,0.0,MSSQL
521,17,2000000.0,MSSQL
522,17,2000000.0,MSSQL
523,17,2000000.0,MSSQL
524,17,0.0,MSSQL
525,17,2000000.0,MSSQL
526,17,42553.191489361714,MSSQL
527,17,2000000.0,MSSQL
528,17,2000000.0,MSSQL
529,17,42553.191489361714,MSSQL
530,17,38461.53846153846,MSSQL
531,17,2000000.0,MSSQL
532,17,2000000.0,MSSQL
533,17,2000000.0,MSSQL
534,17,2000000.0,MSSQL
535,17,2000000.0,MSSQL
536,17,2000000.0,MSSQL
537,17,2000000.0,MSSQL
538,17,0.0,MSSQL
539,17,1000000.0,MSSQL
540,17,2000000.0,MSSQL
541,17,2000000.0,MSSQL
542,17,2000000.0,MSSQL
543,17,47619.04761904762,MSSQL
544,17,2000000.0,MSSQL
545,17,2000000.0,MSSQL
546,17,2000000.0,MSSQL
547,17,2000000.0,MSSQL
548,17,2000000.0,MSSQL
549,17,2000000.0,MSSQL
550,17,2000000.0,MSSQL
551,17,2000000.0,MSSQL
552,17,2000000.0,MSSQL
553,17,2000000.0,MSSQL
554,17,1000000.0,MSSQL
555,17,41666.66666666666,MSSQL
556,17,2000000.0,MSSQL
557,17,2000000.0,MSSQL
558,17,2000000.0,MSSQL
559,17,2000000.0,MSSQL
560,17,2000000.0,MSSQL
561,17,39215.68627450981,MSSQL
562,17,2000000.0,MSSQL
563,17,2000000.0,MSSQL
564,17,2000000.0,MSSQL
565,17,2000000.0,MSSQL
566,17,2000000.0,MSSQL
567,17,2000000.0,MSSQL
568,17,2000000.0,MSSQL
569,17,2000000.0,MSSQL
570,17,2000000.0,MSSQL
571,17,41666.66666666666,MSSQL
572,17,2000000.0,MSSQL
573,17,2000000.0,MSSQL
574,17,2000000.0,MSSQL
575,17,2000000.0,MSSQL
576,17,2000000.0,MSSQL
577,17,2000000.0,MSSQL
578,17,2000000.0,MSSQL
579,17,2000000.0,MSSQL
580,17,2000000.0,MSSQL
581,17,2000000.0,MSSQL
582,17,2000000.0,MSSQL
583,17,40000.0,MSSQL
584,17,42553.191489361714,MSSQL
585,17,2000000.0,MSSQL
586,17,2000000.0,MSSQL
587,17,0.0,MSSQL
588,17,2000000.0,MSSQL
589,17,41666.66666666666,MSSQL
590,17,2000000.0,MSSQL
591,17,2000000.0,MSSQL
592,17,2000000.0,MSSQL
593,17,2000000.0,MSSQL
594,17,2000000.0,MSSQL
595,17,2000000.0,MSSQL
596,17,41666.66666666666,MSSQL
597,17,2000000.0,MSSQL
598,17,2000000.0,MSSQL
599,17,42553.191489361714,MSSQL
600,17,2000000.0,MSSQL
601,17,2000000.0,MSSQL
602,17,41666.66666666666,MSSQL
603,17,2000000.0,MSSQL
604,17,2000000.0,MSSQL
605,17,2000000.0,MSSQL
606,17,2000000.0,MSSQL
607,17,2000000.0,MSSQL
608,17,2000000.0,MSSQL
609,17,2000000.0,MSSQL
610,17,2000000.0,MSSQL
611,17,2000000.0,MSSQL
612,17,2000000.0,MSSQL
613,17,2000000.0,MSSQL
614,17,2000000.0,MSSQL
615,17,2000000.0,MSSQL
616,17,42553.191489361714,MSSQL
617,17,2000000.0,MSSQL
618,17,2000000.0,MSSQL
619,17,2000000.0,MSSQL
620,17,2000000.0,MSSQL
621,17,2000000.0,MSSQL
622,17,2000000.0,MSSQL
623,17,41666.66666666666,MSSQL
624,17,2000000.0,MSSQL
625,17,42553.191489361714,MSSQL
626,17,2000000.0,MSSQL
627,17,1000000.0,MSSQL
628,17,2000000.0,MSSQL
629,17,1000000.0,MSSQL
630,17,1000000.0,MSSQL
631,17,2000000.0,MSSQL
632,17,2000000.0,MSSQL
633,17,2000000.0,MSSQL
634,17,2000000.0,MSSQL
635,17,2000000.0,MSSQL
636,17,44444.444444444445,MSSQL
637,17,1000000.0,MSSQL
638,17,0.0,MSSQL
639,17,2000000.0,MSSQL
640,17,2000000.0,MSSQL
641,17,2000000.0,MSSQL
642,17,2000000.0,MSSQL
643,17,1000000.0,MSSQL
644,17,2000000.0,MSSQL
645,17,2000000.0,MSSQL
646,17,2000000.0,MSSQL
647,17,2000000.0,MSSQL
648,17,2000000.0,MSSQL
649,17,2000000.0,MSSQL
650,17,2000000.0,MSSQL
651,17,2000000.0,MSSQL
652,17,2000000.0,MSSQL
653,17,42553.191489361714,MSSQL
654,17,0.0,MSSQL
655,17,2000000.0,MSSQL
656,17,2000000.0,MSSQL
657,17,2000000.0,MSSQL
658,17,2000000.0,MSSQL
659,17,2000000.0,MSSQL
660,17,2000000.0,MSSQL
661,17,41666.66666666666,MSSQL
662,17,2000000.0,MSSQL
663,17,2000000.0,MSSQL
664,17,2000000.0,MSSQL
665,17,2000000.0,MSSQL
666,17,2000000.0,MSSQL
667,17,40816.32653061225,MSSQL
668,17,2000000.0,MSSQL
669,17,2000000.0,MSSQL
670,17,2000000.0,MSSQL
671,17,1000000.0,MSSQL
672,17,1000000.0,MSSQL
673,17,2000000.0,MSSQL
674,17,2000000.0,MSSQL
675,17,2000000.0,MSSQL
676,17,1000000.0,MSSQL
677,17,1000000.0,MSSQL
678,17,2000000.0,MSSQL
679,17,2000000.0,MSSQL
680,17,1000000.0,MSSQL
681,17,2000000.0,MSSQL
682,17,34482.758620689645,MSSQL
683,17,2000000.0,MSSQL
684,17,2000000.0,MSSQL
685,17,2000000.0,MSSQL
686,17,2000000.0,MSSQL
687,17,2000000.0,MSSQL
688,17,2000000.0,MSSQL
689,17,2000000.0,MSSQL
690,17,2000000.0,MSSQL
691,17,2000000.0,MSSQL
692,17,2000000.0,MSSQL
693,17,2000000.0,MSSQL
694,17,2000000.0,MSSQL
695,17,2000000.0,MSSQL
696,17,2000000.0,MSSQL
697,17,2000000.0,MSSQL
698,17,2000000.0,MSSQL
699,17,2000000.0,MSSQL
700,17,41666.66666666666,MSSQL
701,17,2000000.0,MSSQL
702,17,2000000.0,MSSQL
703,17,41666.66666666666,MSSQL
704,17,2000000.0,MSSQL
705,17,2000000.0,MSSQL
706,17,2000000.0,MSSQL
707,17,2000000.0,MSSQL
708,17,2000000.0,MSSQL
709,17,2000000.0,MSSQL
710,17,2000000.0,MSSQL
711,17,2000000.0,MSSQL
712,17,2000000.0,MSSQL
713,17,2000000.0,MSSQL
714,17,2000000.0,MSSQL
715,17,2000000.0,MSSQL
716,17,2000000.0,MSSQL
717,17,2000000.0,MSSQL
718,17,2000000.0,MSSQL
719,17,2000000.0,MSSQL
720,17,41666.66666666666,MSSQL
721,17,2000000.0,MSSQL
722,17,2000000.0,MSSQL
723,17,2000000.0,MSSQL
724,17,2000000.0,MSSQL
725,17,2000000.0,MSSQL
726,17,2000000.0,MSSQL
727,17,2000000.0,MSSQL
728,17,2000000.0,MSSQL
729,17,2000000.0,MSSQL
730,17,2000000.0,MSSQL
731,17,0.0,MSSQL
732,17,2000000.0,MSSQL
733,17,2000000.0,MSSQL
734,17,2000000.0,MSSQL
735,17,0.0,MSSQL
736,17,2000000.0,MSSQL
737,17,2000000.0,MSSQL
738,17,2000000.0,MSSQL
739,17,2000000.0,MSSQL
740,17,2000000.0,MSSQL
741,17,2000000.0,MSSQL
742,17,2000000.0,MSSQL
743,17,2000000.0,MSSQL
744,17,2000000.0,MSSQL
745,17,2000000.0,MSSQL
746,17,2000000.0,MSSQL
747,17,2000000.0,MSSQL
748,17,2000000.0,MSSQL
749,17,2000000.0,MSSQL
750,17,2000000.0,MSSQL
751,17,2000000.0,MSSQL
752,17,2000000.0,MSSQL
753,17,2000000.0,MSSQL
754,17,41666.66666666666,MSSQL
755,17,2000000.0,MSSQL
756,17,2000000.0,MSSQL
757,17,40816.32653061225,MSSQL
758,17,1000000.0,MSSQL
759,17,2000000.0,MSSQL
760,17,2000000.0,MSSQL
761,17,2000000.0,MSSQL
762,17,2000000.0,MSSQL
763,17,2000000.0,MSSQL
764,17,2000000.0,MSSQL
765,17,2000000.0,MSSQL
766,17,2000000.0,MSSQL
767,17,2000000.0,MSSQL
768,17,2000000.0,MSSQL
769,17,1000000.0,MSSQL
770,17,1000000.0,MSSQL
771,17,1000000.0,MSSQL
772,17,2000000.0,MSSQL
773,17,41666.66666666666,MSSQL
774,17,2000000.0,MSSQL
775,17,2000000.0,MSSQL
776,17,2000000.0,MSSQL
777,17,2000000.0,MSSQL
778,17,1000000.0,MSSQL
779,17,0.0,MSSQL
780,17,2000000.0,MSSQL
781,17,2000000.0,MSSQL
782,17,2000000.0,MSSQL
783,17,2000000.0,MSSQL
784,17,2000000.0,MSSQL
785,17,2000000.0,MSSQL
786,17,0.0,MSSQL
787,17,2000000.0,MSSQL
788,17,2000000.0,MSSQL
789,17,2000000.0,MSSQL
790,17,2000000.0,MSSQL
791,17,2000000.0,MSSQL
792,17,2000000.0,MSSQL
793,17,0.0,MSSQL
794,17,2000000.0,MSSQL
795,17,2000000.0,MSSQL
796,17,41666.66666666666,MSSQL
797,17,2000000.0,MSSQL
798,17,2000000.0,MSSQL
799,17,2000000.0,MSSQL
800,17,43478.260869565216,MSSQL
801,17,0.0,MSSQL
802,17,2000000.0,MSSQL
803,17,42553.191489361714,MSSQL
804,17,2000000.0,MSSQL
805,17,2000000.0,MSSQL
806,17,43478.260869565216,MSSQL
807,17,2000000.0,MSSQL
808,17,2000000.0,MSSQL
809,17,2000000.0,MSSQL
810,17,2000000.0,MSSQL
811,17,2000000.0,MSSQL
812,17,2000000.0,MSSQL
813,17,45454.545454545456,MSSQL
814,17,2000000.0,MSSQL
815,17,2000000.0,MSSQL
816,17,2000000.0,MSSQL
817,17,2000000.0,MSSQL
818,17,2000000.0,MSSQL
819,17,2000000.0,MSSQL
820,17,2000000.0,MSSQL
821,17,2000000.0,MSSQL
822,17,2000000.0,MSSQL
823,17,2000000.0,MSSQL
824,17,41666.66666666666,MSSQL
825,17,2000000.0,MSSQL
826,17,2000000.0,MSSQL
827,17,2000000.0,MSSQL
828,17,2000000.0,MSSQL
829,17,2000000.0,MSSQL
830,17,2000000.0,MSSQL
831,17,1000000.0,MSSQL
832,17,2000000.0,MSSQL
833,17,1000000.0,MSSQL
834,17,43478.260869565216,MSSQL
835,17,2000000.0,MSSQL
836,17,2000000.0,MSSQL
837,17,2000000.0,MSSQL
838,17,1000000.0,MSSQL
839,17,1000000.0,MSSQL
840,17,43478.260869565216,MSSQL
841,17,2000000.0,MSSQL
842,17,2000000.0,MSSQL
843,17,2000000.0,MSSQL
844,17,2000000.0,MSSQL
845,17,2000000.0,MSSQL
846,17,2000000.0,MSSQL
847,17,0.0,MSSQL
848,17,2000000.0,MSSQL
849,17,2000000.0,MSSQL
850,17,2000000.0,MSSQL
851,17,40816.32653061225,MSSQL
852,17,2000000.0,MSSQL
853,17,2000000.0,MSSQL
854,17,42553.191489361714,MSSQL
855,17,4962.779156327542,MSSQL
856,17,2000000.0,MSSQL
857,17,2000000.0,MSSQL
858,17,2000000.0,MSSQL
859,17,2000000.0,MSSQL
860,17,2000000.0,MSSQL
861,17,666666.6666666665,MSSQL
862,17,666666.6666666665,MSSQL
863,17,2000000.0,MSSQL
864,17,48780.487804878045,MSSQL
865,17,2000000.0,MSSQL
