, Protocol, Fwd Header Length,Fwd Packets/s, Fwd Header Length.1, min_seg_size_forward, Label
79,17,-2,2000000.0,-2,-1,NetBIOS
80,17,-2,2000000.0,-2,-1,NetBIOS
81,17,-2,41666.66666666666,-2,-1,NetBIOS
82,17,-2,2000000.0,-2,-1,NetBIOS
83,17,-2,2000000.0,-2,-1,NetBIOS
84,17,-2,42553.191489361714,-2,-1,NetBIOS
85,17,-2,2000000.0,-2,-1,NetBIOS
86,17,-2,2000000.0,-2,-1,NetBIOS
87,17,-2,2000000.0,-2,-1,NetBIOS
88,17,-2,41666.66666666666,-2,-1,NetBIOS
89,17,-2,2000000.0,-2,-1,NetBIOS
90,17,-2,2000000.0,-2,-1,NetBIOS
91,17,-2,44444.444444444445,-2,-1,NetBIOS
92,17,-2,2000000.0,-2,-1,NetBIOS
93,17,-2,2000000.0,-2,-1,NetBIOS
94,17,-2,2000000.0,-2,-1,NetBIOS
95,17,-2,2000000.0,-2,-1,NetBIOS
96,17,-2,41666.66666666666,-2,-1,NetBIOS
97,17,-2,2000000.0,-2,-1,NetBIOS
98,17,-2,2000000.0,-2,-1,NetBIOS
99,17,-2,40000.0,-2,-1,NetBIOS
100,17,-2,0.0,-2,-1,NetBIOS
101,17,-2,2000000.0,-2,-1,NetBIOS
102,17,-2,2000000.0,-2,-1,NetBIOS
103,17,-2,40816.32653061225,-2,-1,NetBIOS
104,17,-2,2000000.0,-2,-1,NetBIOS
105,17,-2,41666.66666666666,-2,-1,NetBIOS
106,17,-2,2000000.0,-2,-1,NetBIOS
107,17,-2,2000000.0,-2,-1,NetBIOS
108,17,-2,2000000.0,-2,-1,NetBIOS
109,17,-2,2000000.0,-2,-1,NetBIOS
110,17,-2,2000000.0,-2,-1,NetBIOS
111,17,-2,2000000.0,-2,-1,NetBIOS
112,17,-2,2000000.0,-2,-1,NetBIOS
113,17,-2,2000000.0,-2,-1,NetBIOS
114,17,-2,2000000.0,-2,-1,NetBIOS
115,17,-2,2000000.0,-2,-1,NetBIOS
116,17,-2,0.0,-2,-1,NetBIOS
117,17,-2,2000000.0,-2,-1,NetBIOS
118,17,-2,2000000.0,-2,-1,NetBIOS
119,17,-2,0.0,-2,-1,NetBIOS
120,17,-2,2000000.0,-2,-1,NetBIOS
121,17,-2,2000000.0,-2,-1,NetBIOS
122,17,-2,2000000.0,-2,-1,NetBIOS
123,17,-2,2000000.0,-2,-1,NetBIOS
124,17,-2,41666.66666666666,-2,-1,NetBIOS
125,17,-2,2000000.0,-2,-1,NetBIOS
126,17,-2,2000000.0,-2,-1,NetBIOS
127,17,-2,2000000.0,-2,-1,NetBIOS
128,17,-2,2000000.0,-2,-1,NetBIOS
129,17,-2,2000000.0,-2,-1,NetBIOS
130,17,-2,2000000.0,-2,-1,NetBIOS
131,17,-2,41666.66666666666,-2,-1,NetBIOS
132,17,-2,2000000.0,-2,-1,NetBIOS
133,17,-2,2000000.0,-2,-1,NetBIOS
134,17,-2,2000000.0,-2,-1,NetBIOS
135,17,-2,41666.66666666666,-2,-1,NetBIOS
136,17,-2,40000.0,-2,-1,NetBIOS
137,17,-2,2000000.0,-2,-1,NetBIOS
138,17,-2,2000000.0,-2,-1,NetBIOS
139,17,-2,2000000.0,-2,-1,NetBIOS
140,17,-2,2000000.0,-2,-1,NetBIOS
141,17,-2,41666.66666666666,-2,-1,NetBIOS
142,17,-2,2000000.0,-2,-1,NetBIOS
143,17,-2,39215.68627450981,-2,-1,NetBIOS
144,17,-2,2000000.0,-2,-1,NetBIOS
145,17,-2,43478.260869565216,-2,-1,NetBIOS
146,17,-2,1000000.0,-2,-1,NetBIOS
147,17,-2,43478.260869565216,-2,-1,NetBIOS
148,17,-2,2000000.0,-2,-1,NetBIOS
149,17,-2,2000000.0,-2,-1,NetBIOS
150,17,-2,42553.191489361714,-2,-1,NetBIOS
151,17,-2,2000000.0,-2,-1,NetBIOS
152,17,-2,1000000.0,-2,-1,NetBIOS
153,17,-2,2000000.0,-2,-1,NetBIOS
154,17,-2,2000000.0,-2,-1,NetBIOS
155,17,-2,0.0,-2,-1,NetBIOS
156,17,-2,2000000.0,-2,-1,NetBIOS
157,17,-2,2000000.0,-2,-1,NetBIOS
158,17,-2,2000000.0,-2,-1,NetBIOS
159,17,-2,2000000.0,-2,-1,NetBIOS
160,17,-2,2000000.0,-2,-1,NetBIOS
161,17,-2,2000000.0,-2,-1,NetBIOS
162,17,-2,40000.0,-2,-1,NetBIOS
163,17,-2,2000000.0,-2,-1,NetBIOS
164,17,-2,41666.66666666666,-2,-1,NetBIOS
165,17,-2,2000000.0,-2,-1,NetBIOS
166,17,-2,40816.32653061225,-2,-1,NetBIOS
167,17,-2,2000000.0,-2,-1,NetBIOS
168,17,-2,2000000.0,-2,-1,NetBIOS
169,17,-2,41666.66666666666,-2,-1,NetBIOS
170,17,-2,2000000.0,-2,-1,NetBIOS
171,17,-2,2000000.0,-2,-1,NetBIOS
172,17,-2,41666.66666666666,-2,-1,NetBIOS
173,17,-2,2000000.0,-2,-1,NetBIOS
174,17,-2,1000000.0,-2,-1,NetBIOS
175,17,-2,41666.66666666666,-2,-1,NetBIOS
176,17,-2,2000000.0,-2,-1,NetBIOS
177,17,-2,2000000.0,-2,-1,NetBIOS
178,17,-2,2000000.0,-2,-1,NetBIOS
179,17,-2,2000000.0,-2,-1,NetBIOS
180,17,-2,41666.66666666666,-2,-1,NetBIOS
181,17,-2,2000000.0,-2,-1,NetBIOS
182,17,-2,0.0,-2,-1,NetBIOS
183,17,-2,2000000.0,-2,-1,NetBIOS
184,17,-2,2000000.0,-2,-1,NetBIOS
185,17,-2,2000000.0,-2,-1,NetBIOS
186,17,-2,2000000.0,-2,-1,NetBIOS
187,17,-2,41666.66666666666,-2,-1,NetBIOS
188,17,-2,2000000.0,-2,-1,NetBIOS
189,17,-2,0.0,-2,-1,NetBIOS
190,17,-2,2000000.0,-2,-1,NetBIOS
191,17,-2,2000000.0,-2,-1,NetBIOS
192,17,-2,2000000.0,-2,-1,NetBIOS
193,17,-2,2000000.0,-2,-1,NetBIOS
194,17,-2,42553.191489361714,-2,-1,NetBIOS
195,17,-2,2000000.0,-2,-1,NetBIOS
196,17,-2,2000000.0,-2,-1,NetBIOS
197,17,-2,2000000.0,-2,-1,NetBIOS
198,17,-2,40816.32653061225,-2,-1,NetBIOS
199,17,-2,2000000.0,-2,-1,NetBIOS
200,17,-2,2000000.0,-2,-1,NetBIOS
201,17,-2,2000000.0,-2,-1,NetBIOS
202,17,-2,2000000.0,-2,-1,NetBIOS
203,17,-2,2000000.0,-2,-1,NetBIOS
204,17,-2,2000000.0,-2,-1,NetBIOS
205,17,-2,2000000.0,-2,-1,NetBIOS
206,17,-2,41666.66666666666,-2,-1,NetBIOS
207,17,-2,2000000.0,-2,-1,NetBIOS
208,17,-2,2000000.0,-2,-1,NetBIOS
209,17,-2,2000000.0,-2,-1,NetBIOS
210,17,-2,39215.68627450981,-2,-1,NetBIOS
211,17,-2,2000000.0,-2,-1,NetBIOS
212,17,-2,2000000.0,-2,-1,NetBIOS
213,17,-2,2000000.0,-2,-1,NetBIOS
214,17,-2,2000000.0,-2,-1,NetBIOS
215,17,-2,2000000.0,-2,-1,NetBIOS
216,17,-2,2000000.0,-2,-1,NetBIOS
217,17,-2,2000000.0,-2,-1,NetBIOS
218,17,-2,2000000.0,-2,-1,NetBIOS
219,17,-2,2000000.0,-2,-1,NetBIOS
220,17,-2,2000000.0,-2,-1,NetBIOS
221,17,-2,2000000.0,-2,-1,NetBIOS
222,17,-2,43478.260869565216,-2,-1,NetBIOS
223,17,-2,2000000.0,-2,-1,NetBIOS
224,17,-2,2000000.0,-2,-1,NetBIOS
225,17,-2,2000000.0,-2,-1,NetBIOS
226,17,-2,1000000.0,-2,-1,NetBIOS
227,17,-2,2000000.0,-2,-1,NetBIOS
228,17,-2,2000000.0,-2,-1,NetBIOS
229,17,-2,2000000.0,-2,-1,NetBIOS
230,17,-2,45454.545454545456,-2,-1,NetBIOS
231,17,-2,2000000.0,-2,-1,NetBIOS
232,17,-2,2000000.0,-2,-1,NetBIOS
233,17,-2,2000000.0,-2,-1,NetBIOS
234,17,-2,2000000.0,-2,-1,NetBIOS
235,17,-2,2000000.0,-2,-1,NetBIOS
236,17,-2,42553.191489361714,-2,-1,NetBIOS
237,17,-2,2000000.0,-2,-1,NetBIOS
238,17,-2,2000000.0,-2,-1,NetBIOS
239,17,-2,2000000.0,-2,-1,NetBIOS
240,17,-2,41666.66666666666,-2,-1,NetBIOS
241,17,-2,0.0,-2,-1,NetBIOS
242,17,-2,2000000.0,-2,-1,NetBIOS
243,17,-2,2000000.0,-2,-1,NetBIOS
244,17,-2,2000000.0,-2,-1,NetBIOS
245,17,-2,41666.66666666666,-2,-1,NetBIOS
246,17,-2,0.0,-2,-1,NetBIOS
247,17,-2,2000000.0,-2,-1,NetBIOS
248,17,-2,41666.66666666666,-2,-1,NetBIOS
249,17,-2,2000000.0,-2,-1,NetBIOS
250,17,-2,2000000.0,-2,-1,NetBIOS
251,17,-2,2000000.0,-2,-1,NetBIOS
252,17,-2,41666.66666666666,-2,-1,NetBIOS
253,17,-2,2000000.0,-2,-1,NetBIOS
254,17,-2,40816.32653061225,-2,-1,NetBIOS
255,17,-2,2000000.0,-2,-1,NetBIOS
256,17,-2,2000000.0,-2,-1,NetBIOS
257,17,-2,0.0,-2,-1,NetBIOS
258,17,-2,41666.66666666666,-2,-1,NetBIOS
259,17,-2,2000000.0,-2,-1,NetBIOS
260,17,-2,2000000.0,-2,-1,NetBIOS
261,17,-2,2000000.0,-2,-1,NetBIOS
262,17,-2,0.0,-2,-1,NetBIOS
263,17,-2,39215.68627450981,-2,-1,NetBIOS
264,17,-2,2000000.0,-2,-1,NetBIOS
265,17,-2,2000000.0,-2,-1,NetBIOS
266,17,-2,2000000.0,-2,-1,NetBIOS
267,17,-2,41666.66666666666,-2,-1,NetBIOS
268,17,-2,2000000.0,-2,-1,NetBIOS
269,17,-2,42553.191489361714,-2,-1,NetBIOS
270,17,-2,2000000.0,-2,-1,NetBIOS
271,17,-2,2000000.0,-2,-1,NetBIOS
272,17,-2,2000000.0,-2,-1,NetBIOS
273,17,-2,43478.260869565216,-2,-1,NetBIOS
274,17,-2,2000000.0,-2,-1,NetBIOS
275,17,-2,0.0,-2,-1,NetBIOS
276,17,-2,40816.32653061225,-2,-1,NetBIOS
277,17,-2,2000000.0,-2,-1,NetBIOS
278,17,-2,40816.32653061225,-2,-1,NetBIOS
279,17,-2,2000000.0,-2,-1,NetBIOS
280,17,-2,2000000.0,-2,-1,NetBIOS
281,17,-2,41666.66666666666,-2,-1,NetBIOS
282,17,-2,2000000.0,-2,-1,NetBIOS
283,17,-2,2000000.0,-2,-1,NetBIOS
284,17,-2,42553.191489361714,-2,-1,NetBIOS
285,17,-2,2000000.0,-2,-1,NetBIOS
286,17,-2,2000000.0,-2,-1,NetBIOS
287,17,-2,2000000.0,-2,-1,NetBIOS
288,17,-2,2000000.0,-2,-1,NetBIOS
289,17,-2,2000000.0,-2,-1,NetBIOS
290,17,-2,40816.32653061225,-2,-1,NetBIOS
291,17,-2,0.0,-2,-1,NetBIOS
292,17,-2,2000000.0,-2,-1,NetBIOS
293,17,-2,2000000.0,-2,-1,NetBIOS
294,17,-2,40000.0,-2,-1,NetBIOS
295,17,-2,2000000.0,-2,-1,NetBIOS
296,17,-2,2000000.0,-2,-1,NetBIOS
297,17,-2,41666.66666666666,-2,-1,NetBIOS
298,17,-2,2000000.0,-2,-1,NetBIOS
299,17,-2,333333.33333333326,-2,-1,NetBIOS
300,17,-2,2000000.0,-2,-1,NetBIOS
301,17,-2,2000000.0,-2,-1,NetBIOS
302,17,-2,2000000.0,-2,-1,NetBIOS
303,17,-2,2000000.0,-2,-1,NetBIOS
304,17,-2,2000000.0,-2,-1,NetBIOS
305,17,-2,2000000.0,-2,-1,NetBIOS
306,17,-2,2000000.0,-2,-1,NetBIOS
307,17,-2,1000000.0,-2,-1,NetBIOS
308,17,-2,44444.444444444445,-2,-1,NetBIOS
309,17,-2,40816.32653061225,-2,-1,NetBIOS
310,17,-2,2000000.0,-2,-1,NetBIOS
311,17,-2,2000000.0,-2,-1,NetBIOS
312,17,-2,2000000.0,-2,-1,NetBIOS
313,17,-2,41666.66666666666,-2,-1,NetBIOS
314,17,-2,2000000.0,-2,-1,NetBIOS
315,17,-2,2000000.0,-2,-1,NetBIOS
316,17,-2,2000000.0,-2,-1,NetBIOS
317,17,-2,42553.191489361714,-2,-1,NetBIOS
318,17,-2,2000000.0,-2,-1,NetBIOS
319,17,-2,2000000.0,-2,-1,NetBIOS
320,17,-2,42553.191489361714,-2,-1,NetBIOS
321,17,-2,2000000.0,-2,-1,NetBIOS
322,17,-2,0.0,-2,-1,NetBIOS
323,17,-2,43478.260869565216,-2,-1,NetBIOS
324,17,-2,40000.0,-2,-1,NetBIOS
325,17,-2,2000000.0,-2,-1,NetBIOS
326,17,-2,2000000.0,-2,-1,NetBIOS
327,17,-2,43478.260869565216,-2,-1,NetBIOS
328,17,-2,0.0,-2,-1,NetBIOS
329,17,-2,1000000.0,-2,-1,NetBIOS
330,17,-2,40000.0,-2,-1,NetBIOS
331,17,-2,2000000.0,-2,-1,NetBIOS
332,17,-2,2000000.0,-2,-1,NetBIOS
333,17,-2,40816.32653061225,-2,-1,NetBIOS
334,17,-2,41666.66666666666,-2,-1,NetBIOS
335,17,-2,2000000.0,-2,-1,NetBIOS
336,17,-2,2000000.0,-2,-1,NetBIOS
337,17,-2,2000000.0,-2,-1,NetBIOS
338,17,-2,2000000.0,-2,-1,NetBIOS
339,17,-2,2000000.0,-2,-1,NetBIOS
340,17,-2,2000000.0,-2,-1,NetBIOS
341,17,-2,2000000.0,-2,-1,NetBIOS
342,17,-2,2000000.0,-2,-1,NetBIOS
343,17,-2,2000000.0,-2,-1,NetBIOS
344,17,-2,42553.191489361714,-2,-1,NetBIOS
345,17,-2,2000000.0,-2,-1,NetBIOS
346,17,-2,2000000.0,-2,-1,NetBIOS
347,17,-2,2000000.0,-2,-1,NetBIOS
348,17,-2,2000000.0,-2,-1,NetBIOS
349,17,-2,0.0,-2,-1,NetBIOS
350,17,-2,2000000.0,-2,-1,NetBIOS
351,17,-2,41666.66666666666,-2,-1,NetBIOS
352,17,-2,2000000.0,-2,-1,NetBIOS
353,17,-2,2000000.0,-2,-1,NetBIOS
354,17,-2,2000000.0,-2,-1,NetBIOS
355,17,-2,0.0,-2,-1,NetBIOS
356,17,-2,2000000.0,-2,-1,NetBIOS
357,17,-2,2000000.0,-2,-1,NetBIOS
358,17,-2,40816.32653061225,-2,-1,NetBIOS
359,17,-2,2000000.0,-2,-1,NetBIOS
360,17,-2,2000000.0,-2,-1,NetBIOS
361,17,-2,2000000.0,-2,-1,NetBIOS
362,17,-2,2000000.0,-2,-1,NetBIOS
363,17,-2,2000000.0,-2,-1,NetBIOS
364,17,-2,2000000.0,-2,-1,NetBIOS
365,17,-2,42553.191489361714,-2,-1,NetBIOS
366,17,-2,2000000.0,-2,-1,NetBIOS
367,17,-2,2000000.0,-2,-1,NetBIOS
368,17,-2,43478.260869565216,-2,-1,NetBIOS
369,17,-2,2000000.0,-2,-1,NetBIOS
370,17,-2,38461.53846153846,-2,-1,NetBIOS
371,17,-2,0.0,-2,-1,NetBIOS
372,17,-2,2000000.0,-2,-1,NetBIOS
373,17,-2,2000000.0,-2,-1,NetBIOS
374,17,-2,2000000.0,-2,-1,NetBIOS
375,17,-2,2000000.0,-2,-1,NetBIOS
376,17,-2,2000000.0,-2,-1,NetBIOS
377,17,-2,41666.66666666666,-2,-1,NetBIOS
378,17,-2,2000000.0,-2,-1,NetBIOS
379,17,-2,2000000.0,-2,-1,NetBIOS
380,17,-2,2000000.0,-2,-1,NetBIOS
381,17,-2,43478.260869565216,-2,-1,NetBIOS
382,17,-2,40816.32653061225,-2,-1,NetBIOS
383,17,-2,2000000.0,-2,-1,NetBIOS
384,17,-2,2000000.0,-2,-1,NetBIOS
385,17,-2,2000000.0,-2,-1,NetBIOS
386,17,-2,2000000.0,-2,-1,NetBIOS
387,17,-2,42553.191489361714,-2,-1,NetBIOS
388,17,-2,2000000.0,-2,-1,NetBIOS
389,17,-2,2000000.0,-2,-1,NetBIOS
390,17,-2,2000000.0,-2,-1,NetBIOS
391,17,-2,42553.191489361714,-2,-1,NetBIOS
392,17,-2,1000000.0,-2,-1,NetBIOS
393,17,-2,2000000.0,-2,-1,NetBIOS
394,17,-2,2000000.0,-2,-1,NetBIOS
395,17,-2,2000000.0,-2,-1,NetBIOS
396,17,-2,41666.66666666666,-2,-1,NetBIOS
397,17,-2,2000000.0,-2,-1,NetBIOS
398,17,-2,1000000.0,-2,-1,NetBIOS
399,17,-2,2000000.0,-2,-1,NetBIOS
400,17,-2,2000000.0,-2,-1,NetBIOS
401,17,-2,42553.191489361714,-2,-1,NetBIOS
402,17,-2,39215.68627450981,-2,-1,NetBIOS
403,17,-2,2000000.0,-2,-1,NetBIOS
404,17,-2,2000000.0,-2,-1,NetBIOS
405,17,-2,2000000.0,-2,-1,NetBIOS
406,17,-2,2000000.0,-2,-1,NetBIOS
407,17,-2,2000000.0,-2,-1,NetBIOS
408,17,-2,1000000.0,-2,-1,NetBIOS
409,17,-2,2000000.0,-2,-1,NetBIOS
410,17,-2,2000000.0,-2,-1,NetBIOS
411,17,-2,2000000.0,-2,-1,NetBIOS
412,17,-2,2000000.0,-2,-1,NetBIOS
413,17,-2,40816.32653061225,-2,-1,NetBIOS
414,17,-2,2000000.0,-2,-1,NetBIOS
415,17,-2,2000000.0,-2,-1,NetBIOS
416,17,-2,1000000.0,-2,-1,NetBIOS
417,17,-2,1000000.0,-2,-1,NetBIOS
418,17,-2,2000000.0,-2,-1,NetBIOS
419,17,-2,41666.66666666666,-2,-1,NetBIOS
420,17,-2,2000000.0,-2,-1,NetBIOS
421,17,-2,2000000.0,-2,-1,NetBIOS
422,17,-2,2000000.0,-2,-1,NetBIOS
423,17,-2,2000000.0,-2,-1,NetBIOS
424,17,-2,2000000.0,-2,-1,NetBIOS
425,17,-2,41666.66666666666,-2,-1,NetBIOS
426,17,-2,41666.66666666666,-2,-1,NetBIOS
427,17,-2,2000000.0,-2,-1,NetBIOS
428,17,-2,40816.32653061225,-2,-1,NetBIOS
429,17,-2,0.0,-2,-1,NetBIOS
430,17,-2,2000000.0,-2,-1,NetBIOS
431,17,-2,42553.191489361714,-2,-1,NetBIOS
432,17,-2,0.0,-2,-1,NetBIOS
433,17,-2,2000000.0,-2,-1,NetBIOS
434,17,-2,0.0,-2,-1,NetBIOS
435,17,-2,2000000.0,-2,-1,NetBIOS
436,17,-2,2000000.0,-2,-1,NetBIOS
437,17,-2,2000000.0,-2,-1,NetBIOS
438,17,-2,2000000.0,-2,-1,NetBIOS
439,17,-2,2000000.0,-2,-1,NetBIOS
440,17,-2,2000000.0,-2,-1,NetBIOS
441,17,-2,2000000.0,-2,-1,NetBIOS
442,17,-2,40816.32653061225,-2,-1,NetBIOS
443,17,-2,0.0,-2,-1,NetBIOS
444,17,-2,2000000.0,-2,-1,NetBIOS
445,17,-2,2000000.0,-2,-1,NetBIOS
446,17,-2,41666.66666666666,-2,-1,NetBIOS
447,17,-2,2000000.0,-2,-1,NetBIOS
448,17,-2,40816.32653061225,-2,-1,NetBIOS
449,17,-2,2000000.0,-2,-1,NetBIOS
450,17,-2,2000000.0,-2,-1,NetBIOS
451,17,-2,41666.66666666666,-2,-1,NetBIOS
452,17,-2,2000000.0,-2,-1,NetBIOS
453,17,-2,1000000.0,-2,-1,NetBIOS
454,17,-2,2000000.0,-2,-1,NetBIOS
455,17,-2,0.0,-2,-1,NetBIOS
456,17,-2,2000000.0,-2,-1,NetBIOS
457,17,-2,1000000.0,-2,-1,NetBIOS
458,17,-2,41666.66666666666,-2,-1,NetBIOS
459,17,-2,2000000.0,-2,-1,NetBIOS
460,17,-2,1000000.0,-2,-1,NetBIOS
461,17,-2,42553.191489361714,-2,-1,NetBIOS
462,17,-2,2000000.0,-2,-1,NetBIOS
463,17,-2,41666.66666666666,-2,-1,NetBIOS
464,17,-2,0.0,-2,-1,NetBIOS
465,17,-2,2000000.0,-2,-1,NetBIOS
466,17,-2,2000000.0,-2,-1,NetBIOS
467,17,-2,41666.66666666666,-2,-1,NetBIOS
468,17,-2,2000000.0,-2,-1,NetBIOS
469,17,-2,2000000.0,-2,-1,NetBIOS
470,17,-2,2000000.0,-2,-1,NetBIOS
471,17,-2,2000000.0,-2,-1,NetBIOS
472,17,-2,2000000.0,-2,-1,NetBIOS
473,17,-2,2000000.0,-2,-1,NetBIOS
474,17,-2,2000000.0,-2,-1,NetBIOS
475,17,-2,2000000.0,-2,-1,NetBIOS
476,17,-2,2000000.0,-2,-1,NetBIOS
477,17,-2,2000000.0,-2,-1,NetBIOS
478,17,-2,2000000.0,-2,-1,NetBIOS
479,17,-2,41666.66666666666,-2,-1,NetBIOS
480,17,-2,2000000.0,-2,-1,NetBIOS
481,17,-2,2000000.0,-2,-1,NetBIOS
482,17,-2,42553.191489361714,-2,-1,NetBIOS
483,17,-2,2000000.0,-2,-1,NetBIOS
484,17,-2,2000000.0,-2,-1,NetBIOS
485,17,-2,2000000.0,-2,-1,NetBIOS
486,17,-2,0.0,-2,-1,NetBIOS
487,17,-2,2000000.0,-2,-1,NetBIOS
488,17,-2,2000000.0,-2,-1,NetBIOS
489,17,-2,40816.32653061225,-2,-1,NetBIOS
490,17,-2,2000000.0,-2,-1,NetBIOS
491,17,-2,40816.32653061225,-2,-1,NetBIOS
492,17,-2,2000000.0,-2,-1,NetBIOS
493,17,-2,2000000.0,-2,-1,NetBIOS
494,17,-2,41666.66666666666,-2,-1,NetBIOS
495,17,-2,2000000.0,-2,-1,NetBIOS
496,17,-2,2000000.0,-2,-1,NetBIOS
497,17,-2,41666.66666666666,-2,-1,NetBIOS
498,17,-2,2000000.0,-2,-1,NetBIOS
499,17,-2,2000000.0,-2,-1,NetBIOS
500,17,-2,41666.66666666666,-2,-1,NetBIOS
501,17,-2,2000000.0,-2,-1,NetBIOS
502,17,-2,2000000.0,-2,-1,NetBIOS
503,17,-2,42553.191489361714,-2,-1,NetBIOS
504,17,-2,40000.0,-2,-1,NetBIOS
505,17,-2,2000000.0,-2,-1,NetBIOS
506,17,-2,44444.444444444445,-2,-1,NetBIOS
507,17,-2,2000000.0,-2,-1,NetBIOS
508,17,-2,40816.32653061225,-2,-1,NetBIOS
509,17,-2,2000000.0,-2,-1,NetBIOS
510,17,-2,2000000.0,-2,-1,NetBIOS
511,17,-2,40000.0,-2,-1,NetBIOS
512,17,-2,2000000.0,-2,-1,NetBIOS
513,17,-2,2000000.0,-2,-1,NetBIOS
514,17,-2,41666.66666666666,-2,-1,NetBIOS
515,17,-2,2000000.0,-2,-1,NetBIOS
516,17,-2,2000000.0,-2,-1,NetBIOS
517,17,-2,2000000.0,-2,-1,NetBIOS
518,17,-2,2000000.0,-2,-1,NetBIOS
519,17,-2,1000000.0,-2,-1,NetBIOS
520,17,-2,2000000.0,-2,-1,NetBIOS
521,17,-2,2000000.0,-2,-1,NetBIOS
522,17,-2,2000000.0,-2,-1,NetBIOS
523,17,-2,2000000.0,-2,-1,NetBIOS
524,17,-2,2000000.0,-2,-1,NetBIOS
525,17,-2,1000000.0,-2,-1,NetBIOS
526,17,-2,2000000.0,-2,-1,NetBIOS
527,17,-2,2000000.0,-2,-1,NetBIOS
