, Flow Duration,Fwd IAT Total, ACK Flag Count,Init_Win_bytes_forward, min_seg_size_forward, Label
239,45050466,45050466.0,1,5840,20,Syn
240,111,48.0,1,5840,20,Syn
241,35504890,35504890.0,1,5840,20,Syn
242,45064513,45064444.0,1,5840,20,Syn
243,99,1.0,1,5840,20,Syn
244,1,1.0,1,5840,20,Syn
245,104,2.0,1,5840,20,Syn
246,1,1.0,1,5840,20,Syn
247,110,48.0,1,5840,20,Syn
248,44039299,44039128.0,1,5840,20,Syn
249,109,1.0,1,5840,20,Syn
250,43000336,43000336.0,1,5840,20,Syn
251,105,1.0,1,5840,20,Syn
252,101,1.0,1,5840,20,Syn
253,32642789,32642789.0,1,5840,20,Syn
254,41554175,41554175.0,1,5840,20,Syn
255,1,1.0,1,5840,20,Syn
256,6483188,6483188.0,1,5840,20,Syn
257,44,44.0,1,5840,20,Syn
258,59,1.0,1,5840,20,Syn
259,56,1.0,1,5840,20,Syn
260,49,1.0,1,5840,20,Syn
261,1,1.0,1,5840,20,Syn
262,48,48.0,1,5840,20,Syn
263,7815887,7815887.0,1,5840,20,Syn
264,1,1.0,1,5840,20,Syn
265,104,1.0,1,5840,20,Syn
266,103,50.0,1,5840,20,Syn
267,1,1.0,1,5840,20,Syn
268,108,49.0,1,5840,20,Syn
269,108,0.0,1,5840,20,Syn
270,2,2.0,1,5840,20,Syn
271,0,0.0,1,5840,20,Syn
272,35126936,35126936.0,1,5840,20,Syn
273,1,1.0,1,5840,20,Syn
274,1,1.0,1,5840,20,Syn
275,1,1.0,1,5840,20,Syn
276,106,0.0,1,5840,20,Syn
277,42467379,42467379.0,1,5840,20,Syn
278,0,0.0,1,5840,20,Syn
279,1,1.0,1,5840,20,Syn
280,45999962,45999912.0,1,5840,20,Syn
281,47732843,47732843.0,1,5840,20,Syn
282,111,1.0,1,5840,20,Syn
283,48,48.0,1,5840,20,Syn
284,112,0.0,1,5840,20,Syn
285,49065627,49065627.0,1,5840,20,Syn
286,40999965,40999857.0,1,5840,20,Syn
287,5879350,5879350.0,1,5840,20,Syn
288,35467350,35467249.0,1,5840,20,Syn
289,51,0.0,1,5840,20,Syn
290,46040522,46040522.0,1,5840,20,Syn
291,2,2.0,1,5840,20,Syn
292,2,2.0,1,5840,20,Syn
293,102,48.0,1,5840,20,Syn
294,46882046,46882046.0,1,5840,20,Syn
295,1,1.0,1,5840,20,Syn
296,36839685,36839619.0,1,5840,20,Syn
297,168,1.0,1,5840,20,Syn
298,46297242,46297242.0,1,5840,20,Syn
299,1,1.0,1,5840,20,Syn
300,1,1.0,1,5840,20,Syn
301,1,1.0,1,5840,20,Syn
302,1,1.0,1,5840,20,Syn
303,100,0.0,1,5840,20,Syn
304,48,48.0,1,5840,20,Syn
305,103,1.0,1,5840,20,Syn
306,1,1.0,1,5840,20,Syn
307,36208335,36208335.0,1,5840,20,Syn
308,96,0.0,1,5840,20,Syn
309,33976437,33976437.0,1,5840,20,Syn
310,24140181,24140181.0,1,5840,20,Syn
311,123,0.0,1,5840,20,Syn
312,0,0.0,1,5840,20,Syn
313,49,49.0,1,5840,20,Syn
314,1,1.0,1,5840,20,Syn
315,1,1.0,1,5840,20,Syn
316,38605626,38605626.0,1,5840,20,Syn
317,40290930,40290930.0,1,5840,20,Syn
318,53,1.0,1,5840,20,Syn
319,38211868,38211813.0,1,5840,20,Syn
320,49117740,49117636.0,1,5840,20,Syn
321,45804928,45804794.0,1,5840,20,Syn
322,45,45.0,1,5840,20,Syn
323,48350844,48350741.0,1,5840,20,Syn
324,44383489,44383489.0,1,5840,20,Syn
325,42725683,42725683.0,1,5840,20,Syn
326,0,0.0,1,5840,20,Syn
327,45303114,45303011.0,1,5840,20,Syn
328,96,0.0,1,5840,20,Syn
329,0,0.0,1,5840,20,Syn
330,103,46.0,1,5840,20,Syn
331,38635361,38635361.0,1,5840,20,Syn
332,1,1.0,1,5840,20,Syn
333,0,0.0,1,5840,20,Syn
334,42295250,42295250.0,1,5840,20,Syn
335,104,52.0,1,5840,20,Syn
336,1,1.0,1,5840,20,Syn
337,32004758,32004758.0,1,5840,20,Syn
338,1,1.0,1,5840,20,Syn
339,1,1.0,1,5840,20,Syn
340,47451801,47451742.0,1,5840,20,Syn
341,1,1.0,1,5840,20,Syn
342,46532572,46532504.0,1,5840,20,Syn
343,129,49.0,1,5840,20,Syn
344,80,1.0,1,5840,20,Syn
345,47459710,47459710.0,1,5840,20,Syn
346,100,46.0,1,5840,20,Syn
347,1,1.0,1,5840,20,Syn
348,42600137,42600038.0,1,5840,20,Syn
349,1,1.0,1,5840,20,Syn
350,38745019,38745019.0,1,5840,20,Syn
351,42161277,42161232.0,1,5840,20,Syn
352,1,1.0,1,5840,20,Syn
353,41755955,41755955.0,1,5840,20,Syn
354,0,0.0,1,5840,20,Syn
355,45445455,45445455.0,1,5840,20,Syn
356,42217363,42217261.0,1,5840,20,Syn
357,1,1.0,1,5840,20,Syn
358,100,1.0,1,5840,20,Syn
359,47440756,47440756.0,1,5840,20,Syn
360,0,0.0,1,5840,20,Syn
361,47790109,47790109.0,1,5840,20,Syn
362,1,1.0,1,5840,20,Syn
363,47499871,47499803.0,1,5840,20,Syn
364,113,1.0,1,5840,20,Syn
365,47142735,47142656.0,1,5840,20,Syn
366,3245882,3245882.0,1,5840,20,Syn
367,113,1.0,1,5840,20,Syn
368,45667403,45667403.0,1,5840,20,Syn
369,0,0.0,1,5840,20,Syn
370,2,2.0,1,5840,20,Syn
371,46780224,46780119.0,1,5840,20,Syn
372,47757374,47757312.0,1,5840,20,Syn
373,66,1.0,1,5840,20,Syn
374,100,0.0,1,5840,20,Syn
375,1,1.0,1,5840,20,Syn
376,49,49.0,1,5840,20,Syn
377,35347071,35347071.0,1,5840,20,Syn
378,1,1.0,1,5840,20,Syn
379,0,0.0,1,5840,20,Syn
380,46361066,46361066.0,1,5840,20,Syn
381,1,1.0,1,5840,20,Syn
382,48228925,48228812.0,1,5840,20,Syn
383,107,0.0,1,5840,20,Syn
384,52,1.0,1,5840,20,Syn
385,1,1.0,1,5840,20,Syn
386,1,1.0,1,5840,20,Syn
387,43105029,43105029.0,1,5840,20,Syn
388,172,46.0,1,5840,20,Syn
389,48874934,48874884.0,1,5840,20,Syn
390,43669788,43669788.0,1,5840,20,Syn
391,111,1.0,1,5840,20,Syn
392,1,1.0,1,5840,20,Syn
393,1,1.0,1,5840,20,Syn
394,69,1.0,1,5840,20,Syn
395,52,1.0,1,5840,20,Syn
396,48,48.0,1,5840,20,Syn
397,1,1.0,1,5840,20,Syn
398,50,50.0,1,5840,20,Syn
399,1,1.0,1,5840,20,Syn
400,36949436,36949436.0,1,5840,20,Syn
401,38060527,38060527.0,1,5840,20,Syn
402,1,1.0,1,5840,20,Syn
403,48811452,48811452.0,1,5840,20,Syn
404,48,48.0,1,5840,20,Syn
405,43144516,43144516.0,1,5840,20,Syn
406,1,1.0,1,5840,20,Syn
407,50,1.0,1,5840,20,Syn
408,41487736,41487736.0,1,5840,20,Syn
409,103,1.0,1,5840,20,Syn
410,102,47.0,1,5840,20,Syn
411,36066509,36066509.0,1,5840,20,Syn
412,38851354,38851354.0,1,5840,20,Syn
413,107,1.0,1,5840,20,Syn
414,1,1.0,1,5840,20,Syn
415,0,0.0,1,5840,20,Syn
416,1,1.0,1,5840,20,Syn
417,112,1.0,1,5840,20,Syn
418,54,1.0,1,5840,20,Syn
419,44917094,44917094.0,1,5840,20,Syn
420,27150811,27150811.0,1,5840,20,Syn
421,48246252,48246252.0,1,5840,20,Syn
422,25735993,25735993.0,1,5840,20,Syn
423,47,47.0,1,5840,20,Syn
424,111,1.0,1,5840,20,Syn
425,1,1.0,1,5840,20,Syn
426,2,2.0,1,5840,20,Syn
427,46,46.0,1,5840,20,Syn
428,73,0.0,1,5840,20,Syn
429,1,1.0,1,5840,20,Syn
430,101,1.0,1,5840,20,Syn
431,100,0.0,1,5840,20,Syn
432,47740808,47740808.0,1,5840,20,Syn
433,43304612,43304612.0,1,5840,20,Syn
434,49,49.0,1,5840,20,Syn
435,104,1.0,1,5840,20,Syn
436,1,1.0,1,5840,20,Syn
437,154,1.0,1,5840,20,Syn
438,1,1.0,1,5840,20,Syn
439,49055780,49055677.0,1,5840,20,Syn
440,0,0.0,1,5840,20,Syn
441,32064277,32064277.0,1,5840,20,Syn
442,32733612,32733612.0,1,5840,20,Syn
443,37681222,37681222.0,1,5840,20,Syn
444,128,47.0,1,5840,20,Syn
445,0,0.0,1,5840,20,Syn
446,39103164,39103164.0,1,5840,20,Syn
447,41477574,41477574.0,1,5840,20,Syn
448,42699008,42698949.0,1,5840,20,Syn
449,37999872,37999872.0,1,5840,20,Syn
450,0,0.0,1,5840,20,Syn
451,41994323,41994323.0,1,5840,20,Syn
452,1,1.0,1,5840,20,Syn
453,1,1.0,1,5840,20,Syn
454,66,0.0,1,5840,20,Syn
455,86,1.0,1,5840,20,Syn
456,1,1.0,1,5840,20,Syn
457,1,1.0,1,5840,20,Syn
458,1,1.0,1,5840,20,Syn
459,1,1.0,1,5840,20,Syn
460,0,0.0,1,5840,20,Syn
461,97,1.0,1,5840,20,Syn
462,1,1.0,1,5840,20,Syn
463,1,1.0,1,5840,20,Syn
464,53,0.0,1,5840,20,Syn
465,1,1.0,1,5840,20,Syn
466,47664144,47664144.0,1,5840,20,Syn
467,60,7.0,1,5840,20,Syn
468,45000218,45000121.0,1,5840,20,Syn
469,106,1.0,1,5840,20,Syn
470,1,1.0,1,5840,20,Syn
471,1,1.0,1,5840,20,Syn
472,42891889,42891889.0,1,5840,20,Syn
473,1,1.0,1,5840,20,Syn
474,94,1.0,1,5840,20,Syn
475,34768741,34768741.0,1,5840,20,Syn
476,107,1.0,1,5840,20,Syn
477,44436475,44436475.0,1,5840,20,Syn
478,1,1.0,1,5840,20,Syn
479,2,2.0,1,5840,20,Syn
480,1,1.0,1,5840,20,Syn
481,102,1.0,1,5840,20,Syn
482,34232170,34232170.0,1,5840,20,Syn
483,1,1.0,1,5840,20,Syn
484,0,0.0,1,5840,20,Syn
485,38044534,38044443.0,1,5840,20,Syn
486,106,1.0,1,5840,20,Syn
487,105,48.0,1,5840,20,Syn
488,1,1.0,1,5840,20,Syn
489,0,0.0,1,5840,20,Syn
490,43,43.0,1,5840,20,Syn
491,44535440,44535440.0,1,5840,20,Syn
492,38357931,38357812.0,1,5840,20,Syn
493,41627554,41627554.0,1,5840,20,Syn
494,0,0.0,1,5840,20,Syn
495,1,1.0,1,5840,20,Syn
496,1,1.0,1,5840,20,Syn
497,108,0.0,1,5840,20,Syn
498,0,0.0,1,5840,20,Syn
499,49,49.0,1,5840,20,Syn
500,112,1.0,1,5840,20,Syn
501,55,0.0,1,5840,20,Syn
502,46006633,46006633.0,1,5840,20,Syn
503,0,0.0,1,5840,20,Syn
504,1,1.0,1,5840,20,Syn
505,63,1.0,1,5840,20,Syn
506,105,1.0,1,5840,20,Syn
507,1,1.0,1,5840,20,Syn
508,37978935,37978935.0,1,5840,20,Syn
509,46230210,46230210.0,1,5840,20,Syn
510,1,1.0,1,5840,20,Syn
511,1,1.0,1,5840,20,Syn
512,1,1.0,1,5840,20,Syn
513,1,1.0,1,5840,20,Syn
514,51,1.0,1,5840,20,Syn
515,38436141,38436141.0,1,5840,20,Syn
516,1,1.0,1,5840,20,Syn
517,35513918,35513821.0,1,5840,20,Syn
518,44,44.0,1,5840,20,Syn
519,34279593,34279593.0,1,5840,20,Syn
520,44269217,44269156.0,1,5840,20,Syn
521,41354282,41354282.0,1,5840,20,Syn
522,51,51.0,1,5840,20,Syn
523,1,1.0,1,5840,20,Syn
524,47754282,47754176.0,1,5840,20,Syn
525,48,48.0,1,5840,20,Syn
526,137,49.0,1,5840,20,Syn
527,88,0.0,1,5840,20,Syn
528,1,1.0,1,5840,20,Syn
529,100,0.0,1,5840,20,Syn
530,40937939,40937841.0,1,5840,20,Syn
531,39995029,39994917.0,1,5840,20,Syn
532,1,1.0,1,5840,20,Syn
533,38236807,38236807.0,1,5840,20,Syn
534,37153987,37153987.0,1,5840,20,Syn
535,0,0.0,1,5840,20,Syn
536,61,1.0,1,5840,20,Syn
537,56,1.0,1,5840,20,Syn
538,45452086,45452086.0,1,5840,20,Syn
539,1,1.0,1,5840,20,Syn
540,1,1.0,1,5840,20,Syn
541,39213547,39213547.0,1,5840,20,Syn
542,102,49.0,1,5840,20,Syn
543,0,0.0,1,5840,20,Syn
544,1,1.0,1,5840,20,Syn
545,1,1.0,1,5840,20,Syn
546,49,49.0,1,5840,20,Syn
547,107,0.0,1,5840,20,Syn
548,41037312,41037212.0,1,5840,20,Syn
549,1,1.0,1,5840,20,Syn
550,1,1.0,1,5840,20,Syn
551,51,51.0,1,5840,20,Syn
552,58,1.0,1,5840,20,Syn
553,42816443,42816443.0,1,5840,20,Syn
554,140,48.0,1,5840,20,Syn
555,34900754,34900754.0,1,5840,20,Syn
556,102,47.0,1,5840,20,Syn
557,1,1.0,1,5840,20,Syn
558,0,0.0,1,5840,20,Syn
559,0,0.0,1,5840,20,Syn
560,110,48.0,1,5840,20,Syn
561,111,1.0,1,5840,20,Syn
562,1,1.0,1,5840,20,Syn
563,56,0.0,1,5840,20,Syn
564,99,1.0,1,5840,20,Syn
565,49,49.0,1,5840,20,Syn
566,48888848,48888848.0,1,5840,20,Syn
567,54,1.0,1,5840,20,Syn
568,42075978,42075869.0,1,5840,20,Syn
569,49,49.0,1,5840,20,Syn
570,1,1.0,1,5840,20,Syn
571,46481610,46481512.0,1,5840,20,Syn
572,51,0.0,1,5840,20,Syn
573,48,48.0,1,5840,20,Syn
574,114,0.0,1,5840,20,Syn
575,7518729,7518729.0,1,5840,20,Syn
576,0,0.0,1,5840,20,Syn
577,45312355,45312229.0,1,5840,20,Syn
578,106,1.0,1,5840,20,Syn
579,1,1.0,1,5840,20,Syn
580,48,48.0,1,5840,20,Syn
581,0,0.0,1,5840,20,Syn
582,104,1.0,1,5840,20,Syn
583,47000310,47000215.0,1,5840,20,Syn
584,48,48.0,1,5840,20,Syn
585,32629483,32629483.0,1,5840,20,Syn
586,1,1.0,1,5840,20,Syn
587,157,48.0,1,5840,20,Syn
588,40999362,40999242.0,1,5840,20,Syn
589,46848924,46848924.0,1,5840,20,Syn
590,2,2.0,1,5840,20,Syn
591,0,0.0,1,5840,20,Syn
592,1,1.0,1,5840,20,Syn
593,0,0.0,1,5840,20,Syn
594,1,1.0,1,5840,20,Syn
595,113,49.0,1,5840,20,Syn
596,113,1.0,1,5840,20,Syn
597,46043812,46043711.0,1,5840,20,Syn
598,48,48.0,1,5840,20,Syn
599,1,1.0,1,5840,20,Syn
600,1,1.0,1,5840,20,Syn
601,48181262,48181262.0,1,5840,20,Syn
602,71,1.0,1,5840,20,Syn
603,1,1.0,1,5840,20,Syn
604,47232407,47232327.0,1,5840,20,Syn
605,62,1.0,1,5840,20,Syn
606,103,1.0,1,5840,20,Syn
607,53,0.0,1,5840,20,Syn
608,1,1.0,1,5840,20,Syn
609,2,2.0,1,5840,20,Syn
610,0,0.0,1,5840,20,Syn
611,34859760,34859760.0,1,5840,20,Syn
612,99,1.0,1,5840,20,Syn
613,103,1.0,1,5840,20,Syn
614,36169925,36169925.0,1,5840,20,Syn
615,42292404,42292404.0,1,5840,20,Syn
616,1,1.0,1,5840,20,Syn
617,43208511,43208511.0,1,5840,20,Syn
618,67,1.0,1,5840,20,Syn
619,66,1.0,1,5840,20,Syn
620,101,1.0,1,5840,20,Syn
621,41433297,41433297.0,1,5840,20,Syn
622,48,48.0,1,5840,20,Syn
623,0,0.0,1,5840,20,Syn
624,0,0.0,1,5840,20,Syn
625,1,1.0,1,5840,20,Syn
626,72,0.0,1,5840,20,Syn
627,72,1.0,1,5840,20,Syn
628,1,1.0,1,5840,20,Syn
629,111,1.0,1,5840,20,Syn
630,111,49.0,1,5840,20,Syn
631,0,0.0,1,5840,20,Syn
632,41215653,41215601.0,1,5840,20,Syn
633,45,45.0,1,5840,20,Syn
634,1,1.0,1,5840,20,Syn
635,104,1.0,1,5840,20,Syn
636,103,1.0,1,5840,20,Syn
637,1,1.0,1,5840,20,Syn
638,1,1.0,1,5840,20,Syn
639,42879024,42879024.0,1,5840,20,Syn
640,113,1.0,1,5840,20,Syn
641,102,1.0,1,5840,20,Syn
642,1,1.0,1,5840,20,Syn
643,1,1.0,1,5840,20,Syn
644,1,1.0,1,5840,20,Syn
645,52,1.0,1,5840,20,Syn
646,40618677,40618677.0,1,5840,20,Syn
647,1,1.0,1,5840,20,Syn
648,45428077,45428028.0,1,5840,20,Syn
649,1,1.0,1,5840,20,Syn
650,32112495,32112495.0,1,5840,20,Syn
651,1,1.0,1,5840,20,Syn
652,1,1.0,1,5840,20,Syn
653,55,0.0,1,5840,20,Syn
654,47296570,47296460.0,1,5840,20,Syn
655,43483437,43483437.0,1,5840,20,Syn
656,39030397,39030397.0,1,5840,20,Syn
657,105,0.0,1,5840,20,Syn
658,104,49.0,1,5840,20,Syn
659,1,1.0,1,5840,20,Syn
660,6541329,6541329.0,1,5840,20,Syn
661,43,43.0,1,5840,20,Syn
662,36699035,36698926.0,1,5840,20,Syn
663,54,1.0,1,5840,20,Syn
664,53,2.0,1,5840,20,Syn
665,100,1.0,1,5840,20,Syn
666,38390968,38390968.0,1,5840,20,Syn
667,47322382,47322281.0,1,5840,20,Syn
668,43716515,43716515.0,1,5840,20,Syn
669,43920734,43920734.0,1,5840,20,Syn
670,1,1.0,1,5840,20,Syn
671,6999898,6999898.0,1,5840,20,Syn
672,0,0.0,1,5840,20,Syn
673,46995085,46995085.0,1,5840,20,Syn
674,1,1.0,1,5840,20,Syn
675,51,0.0,1,5840,20,Syn
676,110,48.0,1,5840,20,Syn
677,1,1.0,1,5840,20,Syn
678,2,2.0,1,5840,20,Syn
679,1,1.0,1,5840,20,Syn
680,48,48.0,1,5840,20,Syn
681,69,1.0,1,5840,20,Syn
