, Destination Port, Protocol, Fwd Packet Length Std, Packet Length Std, min_seg_size_forward, Label
26090,60,17,0.0,0.0,32,UDP
26091,33878,17,0.0,0.0,32,UDP
26092,570,17,0.0,0.0,32,UDP
26093,12729,17,0.0,0.0,40,UDP
26094,11633,17,0.0,0.0,40,UDP
26095,47041,17,0.0,0.0,40,UDP
26096,31962,17,0.0,0.0,40,UDP
26097,46548,17,0.0,0.0,40,UDP
26098,20645,17,0.0,0.0,40,UDP
26099,24656,17,0.0,0.0,40,UDP
26100,23568,17,0.0,0.0,40,UDP
26101,49458,17,0.0,0.0,40,UDP
26102,27775,17,0.0,0.0,40,UDP
26103,37432,17,0.0,0.0,40,UDP
26104,60864,17,0.0,0.0,40,UDP
26105,60864,17,0.0,0.0,40,UDP
26106,29530,17,0.0,0.0,40,UDP
26107,20845,17,0.0,0.0,40,UDP
26108,17628,17,0.0,0.0,40,UDP
26109,6482,17,0.0,0.0,40,UDP
26110,17482,17,0.0,0.0,40,UDP
26111,34360,17,0.0,0.0,40,UDP
26112,64506,17,0.0,0.0,40,UDP
26118,6986,17,0.0,0.0,20,UDP
26119,43460,17,0.0,0.0,20,UDP
26120,10878,17,0.0,0.0,20,UDP
26121,10878,17,0.0,0.0,20,UDP
26122,765,17,0.0,0.0,20,UDP
26123,23144,17,0.0,0.0,20,UDP
26124,22595,17,0.0,0.0,20,UDP
26125,31234,17,0.0,0.0,20,UDP
26126,64106,17,0.0,0.0,20,UDP
26127,21486,17,0.0,0.0,20,UDP
26128,29982,17,0.0,0.0,20,UDP
26129,20899,17,0.0,0.0,20,UDP
26130,58637,17,0.0,0.0,20,UDP
26131,56952,17,0.0,0.0,20,UDP
26132,33884,17,0.0,0.0,20,UDP
26133,33884,17,0.0,0.0,20,UDP
26134,31330,17,0.0,0.0,20,UDP
26135,5760,17,0.0,0.0,20,UDP
26136,42213,17,0.0,0.0,20,UDP
26137,45137,17,0.0,0.0,32,UDP
26138,573,17,0.0,0.0,32,UDP
26139,21668,17,0.0,0.0,32,UDP
26142,49499,17,0.0,0.0,20,UDP
26143,42951,17,0.0,0.0,20,UDP
26144,61553,17,0.0,0.0,20,UDP
26145,61553,17,0.0,0.0,20,UDP
26146,60407,17,0.0,0.0,20,UDP
26147,59126,17,0.0,0.0,20,UDP
26148,46795,17,0.0,0.0,20,UDP
26149,54581,17,0.0,0.0,20,UDP
26150,19889,17,0.0,0.0,20,UDP
26151,25229,17,0.0,0.0,20,UDP
26152,57760,17,0.0,0.0,20,UDP
26153,22373,17,0.0,0.0,20,UDP
26154,18266,17,0.0,0.0,20,UDP
26155,46992,17,0.0,0.0,20,UDP
26156,46992,17,0.0,0.0,20,UDP
26157,21788,17,0.0,0.0,20,UDP
26158,49041,17,0.0,0.0,20,UDP
26159,56712,17,0.0,0.0,20,UDP
26160,13366,17,0.0,0.0,20,UDP
26161,59141,17,0.0,0.0,20,UDP
26162,28356,17,0.0,0.0,20,UDP
26163,58803,17,0.0,0.0,20,UDP
26164,32931,17,0.0,0.0,20,UDP
26165,11005,17,0.0,0.0,20,UDP
26166,4777,17,0.0,0.0,20,UDP
26167,4777,17,0.0,0.0,20,UDP
26168,49579,17,0.0,0.0,20,UDP
26169,51176,17,0.0,0.0,20,UDP
26170,14357,17,0.0,0.0,20,UDP
26171,64750,17,0.0,0.0,20,UDP
26172,55644,17,0.0,0.0,20,UDP
26173,45148,17,0.0,0.0,20,UDP
26174,49487,17,0.0,0.0,20,UDP
26175,26733,17,0.0,0.0,20,UDP
26176,5450,17,0.0,0.0,32,UDP
26177,44646,17,0.0,0.0,32,UDP
26178,29666,17,0.0,0.0,32,UDP
26179,58950,17,0.0,0.0,32,UDP
26180,44735,17,0.0,0.0,32,UDP
26181,62180,17,0.0,0.0,32,UDP
26182,61951,17,0.0,0.0,32,UDP
26183,44475,17,0.0,0.0,32,UDP
26184,27000,17,0.0,0.0,32,UDP
26185,38924,17,0.0,0.0,32,UDP
26186,38924,17,0.0,0.0,32,UDP
26187,14827,17,0.0,0.0,32,UDP
26188,6680,17,0.0,0.0,32,UDP
26189,34657,17,0.0,0.0,32,UDP
26190,32236,17,0.0,0.0,32,UDP
26191,64742,17,0.0,0.0,32,UDP
26192,47293,17,0.0,0.0,32,UDP
26193,54312,17,0.0,0.0,32,UDP
26194,19357,17,0.0,0.0,32,UDP
26195,919,17,0.0,0.0,32,UDP
26196,23585,17,0.0,0.0,32,UDP
26197,21274,17,0.0,0.0,32,UDP
26198,9422,17,0.0,0.0,32,UDP
26199,28418,17,0.0,0.0,32,UDP
26200,14460,17,0.0,0.0,32,UDP
26201,37907,17,0.0,0.0,32,UDP
26202,28506,17,0.0,0.0,32,UDP
26203,19230,17,0.0,0.0,32,UDP
26204,27783,17,0.0,0.0,32,UDP
26205,27783,17,0.0,0.0,32,UDP
26206,25329,17,0.0,0.0,32,UDP
26207,13320,17,0.0,0.0,32,UDP
26208,4438,17,0.0,0.0,32,UDP
26209,50418,17,0.0,0.0,32,UDP
26210,61688,17,0.0,0.0,32,UDP
26211,26408,17,0.0,0.0,32,UDP
26212,15723,17,0.0,0.0,32,UDP
26213,37281,17,0.0,0.0,32,UDP
26214,21721,17,0.0,0.0,32,UDP
26215,46103,17,0.0,0.0,32,UDP
26216,33957,17,0.0,0.0,32,UDP
26217,9569,17,0.0,0.0,32,UDP
26218,53153,17,0.0,0.0,32,UDP
26219,33639,17,0.0,0.0,32,UDP
26220,14535,17,0.0,0.0,32,UDP
26221,39230,17,0.0,0.0,32,UDP
26222,8896,17,0.0,0.0,32,UDP
26223,8896,17,0.0,0.0,32,UDP
26224,56013,17,0.0,0.0,32,UDP
26225,48472,17,0.0,0.0,32,UDP
26226,11724,17,0.0,0.0,32,UDP
26227,17588,17,0.0,0.0,32,UDP
26228,57771,17,0.0,0.0,32,UDP
26229,29186,17,0.0,0.0,32,UDP
26230,25048,17,0.0,0.0,32,UDP
26231,50843,17,0.0,0.0,32,UDP
26232,64848,17,0.0,0.0,32,UDP
26233,5291,17,0.0,0.0,32,UDP
26234,27420,17,0.0,0.0,32,UDP
26235,26149,17,0.0,0.0,32,UDP
26236,3038,17,0.0,0.0,32,UDP
26237,23475,17,0.0,0.0,32,UDP
26238,731,17,0.0,0.0,32,UDP
26239,20593,17,0.0,0.0,20,UDP
26240,42291,17,0.0,0.0,32,UDP
26241,38862,17,0.0,0.0,32,UDP
26242,38862,17,0.0,0.0,32,UDP
26243,45501,17,0.0,0.0,32,UDP
26244,49142,17,0.0,0.0,32,UDP
26245,5705,17,0.0,0.0,32,UDP
26246,4728,17,0.0,0.0,32,UDP
26247,647,17,0.0,0.0,32,UDP
26248,65169,17,0.0,0.0,32,UDP
26249,9151,17,0.0,0.0,32,UDP
26250,59307,17,0.0,0.0,32,UDP
26251,28947,17,0.0,0.0,32,UDP
26252,59824,17,0.0,0.0,32,UDP
26253,5913,17,0.0,0.0,32,UDP
26254,3248,17,0.0,0.0,32,UDP
26255,42961,17,0.0,0.0,32,UDP
26256,54476,17,0.0,0.0,32,UDP
26257,26089,17,0.0,0.0,32,UDP
26258,62204,17,0.0,0.0,32,UDP
26259,8427,17,0.0,0.0,32,UDP
26260,17295,17,0.0,0.0,32,UDP
26261,17295,17,0.0,0.0,32,UDP
26262,42474,17,0.0,0.0,32,UDP
26263,7447,17,0.0,0.0,32,UDP
26264,58736,17,0.0,0.0,32,UDP
26265,30343,17,0.0,0.0,32,UDP
26266,36044,17,0.0,0.0,32,UDP
26267,14019,17,0.0,0.0,32,UDP
26268,62748,17,0.0,0.0,32,UDP
26269,30695,17,0.0,0.0,32,UDP
26270,54083,17,0.0,0.0,32,UDP
26271,9248,17,0.0,0.0,32,UDP
26272,38250,17,0.0,0.0,32,UDP
26273,24919,17,0.0,0.0,32,UDP
26274,20809,17,0.0,0.0,32,UDP
26275,45353,17,0.0,0.0,32,UDP
26276,8055,17,0.0,0.0,32,UDP
26277,55740,17,0.0,0.0,32,UDP
26278,42193,17,0.0,0.0,32,UDP
26279,38190,17,0.0,0.0,32,UDP
26280,38190,17,0.0,0.0,32,UDP
26281,2156,17,0.0,0.0,32,UDP
26282,318,17,0.0,0.0,32,UDP
26283,55055,17,0.0,0.0,32,UDP
26284,27372,17,0.0,0.0,32,UDP
26285,17417,17,0.0,0.0,32,UDP
26286,17823,17,0.0,0.0,32,UDP
26287,41605,17,0.0,0.0,32,UDP
26288,49905,17,0.0,0.0,32,UDP
26289,54039,17,0.0,0.0,32,UDP
26290,56569,17,0.0,0.0,32,UDP
26291,5363,17,0.0,0.0,32,UDP
26292,51846,17,0.0,0.0,32,UDP
26293,16451,17,0.0,0.0,32,UDP
26294,27943,17,0.0,0.0,32,UDP
26295,53050,17,0.0,0.0,32,UDP
26296,33200,17,0.0,0.0,32,UDP
26297,59299,17,0.0,0.0,32,UDP
26298,42971,17,0.0,0.0,32,UDP
26299,42971,17,0.0,0.0,32,UDP
26300,25896,17,0.0,0.0,32,UDP
26301,62833,17,0.0,0.0,32,UDP
26302,51242,17,0.0,0.0,32,UDP
26303,59024,17,0.0,0.0,32,UDP
26304,49820,17,0.0,0.0,32,UDP
26305,22368,17,0.0,0.0,32,UDP
26306,18439,17,0.0,0.0,32,UDP
26307,29924,17,0.0,0.0,32,UDP
26308,34288,17,0.0,0.0,32,UDP
26309,19378,17,0.0,0.0,32,UDP
26310,14460,17,0.0,0.0,32,UDP
26311,42454,17,0.0,0.0,32,UDP
26312,29374,17,0.0,0.0,32,UDP
26313,2952,17,0.0,0.0,32,UDP
26314,57632,17,0.0,0.0,32,UDP
26315,33031,17,0.0,0.0,32,UDP
26316,58493,17,0.0,0.0,32,UDP
26317,2313,17,0.0,0.0,32,UDP
26318,2313,17,0.0,0.0,32,UDP
26319,11290,17,0.0,0.0,32,UDP
26320,51188,17,0.0,0.0,32,UDP
26321,55498,17,0.0,0.0,32,UDP
26322,34137,17,0.0,0.0,32,UDP
26323,19421,17,0.0,0.0,32,UDP
26324,25880,17,0.0,0.0,32,UDP
26325,12562,17,0.0,0.0,32,UDP
26326,30677,17,0.0,0.0,32,UDP
26327,62678,17,0.0,0.0,32,UDP
26328,2196,17,0.0,0.0,32,UDP
26329,14620,17,0.0,0.0,32,UDP
26330,19864,17,0.0,0.0,32,UDP
26331,65029,17,0.0,0.0,32,UDP
26332,18224,17,0.0,0.0,32,UDP
26333,34212,17,0.0,0.0,32,UDP
26334,22550,17,0.0,0.0,32,UDP
26335,10064,17,0.0,0.0,32,UDP
26336,10064,17,0.0,0.0,32,UDP
26337,45962,17,0.0,0.0,32,UDP
26338,12242,17,0.0,0.0,32,UDP
26339,15181,17,0.0,0.0,32,UDP
26340,60738,17,0.0,0.0,32,UDP
26341,49815,17,0.0,0.0,32,UDP
26342,40857,17,0.0,0.0,32,UDP
26343,46698,17,0.0,0.0,32,UDP
26344,52888,17,0.0,0.0,32,UDP
26345,29644,17,0.0,0.0,32,UDP
26346,60933,17,0.0,0.0,32,UDP
26347,27936,17,0.0,0.0,32,UDP
26348,32204,17,0.0,0.0,32,UDP
26349,47349,17,0.0,0.0,32,UDP
26350,21921,17,0.0,0.0,32,UDP
26351,68,17,0.0,0.0,32,UDP
26352,68,17,0.0,0.0,32,UDP
26353,1481,17,0.0,0.0,32,UDP
26354,8432,17,0.0,0.0,32,UDP
26355,35881,17,0.0,0.0,32,UDP
26356,35881,17,0.0,0.0,32,UDP
26357,14844,17,0.0,0.0,32,UDP
26358,41283,17,0.0,0.0,32,UDP
26359,40308,17,0.0,0.0,32,UDP
26360,36476,17,0.0,0.0,32,UDP
26361,6651,17,0.0,0.0,32,UDP
26362,7157,17,0.0,0.0,32,UDP
26363,61777,17,0.0,0.0,32,UDP
26364,1480,17,0.0,0.0,32,UDP
26365,29542,17,0.0,0.0,32,UDP
26366,25010,17,0.0,0.0,32,UDP
26367,25875,17,0.0,0.0,32,UDP
26368,25597,17,0.0,0.0,32,UDP
26369,24685,17,0.0,0.0,32,UDP
26370,53617,17,0.0,0.0,32,UDP
26371,39953,17,0.0,0.0,32,UDP
26372,15271,17,0.0,0.0,32,UDP
26373,1155,17,0.0,0.0,32,UDP
26374,59114,17,0.0,0.0,32,UDP
26375,59114,17,0.0,0.0,32,UDP
26376,26822,17,0.0,0.0,32,UDP
26377,7376,17,0.0,0.0,32,UDP
26378,28870,17,0.0,0.0,32,UDP
26379,27802,17,0.0,0.0,32,UDP
26380,11964,17,0.0,0.0,32,UDP
26381,29288,17,0.0,0.0,32,UDP
26382,38667,17,0.0,0.0,32,UDP
26383,7623,17,0.0,0.0,32,UDP
26384,4366,17,0.0,0.0,32,UDP
26385,25785,17,0.0,0.0,32,UDP
26386,4916,17,24.856923918028684,23.957303290487022,32,UDP
26387,4916,17,0.0,0.0,32,UDP
26388,4916,17,0.0,0.0,32,UDP
26389,4916,17,0.0,0.0,32,UDP
26390,37773,17,0.0,0.0,32,UDP
26391,10394,17,24.856923918028684,23.957303290487022,32,UDP
26392,10394,17,0.0,0.0,32,UDP
26393,10394,17,0.0,0.0,32,UDP
26394,10394,17,0.0,0.0,32,UDP
26395,53840,17,24.856923918028684,23.957303290487022,32,UDP
26396,53840,17,0.0,0.0,32,UDP
26397,53840,17,0.0,0.0,32,UDP
26398,53840,17,0.0,0.0,32,UDP
26399,26042,17,24.856923918028684,23.957303290487022,32,UDP
26400,26042,17,0.0,0.0,32,UDP
26401,26042,17,0.0,0.0,32,UDP
26402,26042,17,0.0,0.0,32,UDP
26403,5885,17,24.856923918028684,23.957303290487022,32,UDP
26404,5885,17,0.0,0.0,32,UDP
26405,5885,17,0.0,0.0,32,UDP
26406,5885,17,0.0,0.0,32,UDP
26407,15802,17,33.66798677279849,33.79544870158076,32,UDP
